idna_subject,checker_type,destination,source,tested_at
included_at_epoch,AVAILABILITY,yaml.org,/home/travis/build/PyFunceble/ci_test/yaml.org,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,yaml.org,/home/travis/build/PyFunceble/ci_test/yaml.org,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,yaml.org,/home/travis/build/PyFunceble/ci_test/yaml.org,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:22,AVAILABILITY,yaml.org,/home/travis/build/PyFunceble/ci_test/yaml.org,2020-12-22T23:46:26.979058
status,AVAILABILITY,yaml.org,/home/travis/build/PyFunceble/ci_test/yaml.org,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,youboranqs01.com,/home/travis/build/PyFunceble/ci_test/youboranqs01.com,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:22,AVAILABILITY,youboranqs01.com,/home/travis/build/PyFunceble/ci_test/youboranqs01.com,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,youboranqs01.com,/home/travis/build/PyFunceble/ci_test/youboranqs01.com,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:24,AVAILABILITY,youboranqs01.com,/home/travis/build/PyFunceble/ci_test/youboranqs01.com,2020-12-22T23:46:26.979058
status,AVAILABILITY,youboranqs01.com,/home/travis/build/PyFunceble/ci_test/youboranqs01.com,2020-12-22T23:46:26.979058
failure.is.the.only.option.mypdns.org,AVAILABILITY,test.list,/home/travis/build/PyFunceble/ci_test/test.list,2020-12-22 23:46:55.536685
_ldap._tcp.example.org,AVAILABILITY,test.list,/home/travis/build/PyFunceble/ci_test/test.list,2020-12-22 23:46:56.109414
_ldap._tcp.example.net,AVAILABILITY,test.list,/home/travis/build/PyFunceble/ci_test/test.list,2020-12-22 23:46:56.156943
_http._tcp.example.org,AVAILABILITY,test.list,/home/travis/build/PyFunceble/ci_test/test.list,2020-12-22 23:46:56.229970
failed/syntax-test,AVAILABILITY,test.list,/home/travis/build/PyFunceble/ci_test/test.list,2020-12-22 23:46:56.271567
_ldap._tcp.example.com,AVAILABILITY,test.list,/home/travis/build/PyFunceble/ci_test/test.list,2020-12-22 23:46:56.296107
invalid.invalid,AVAILABILITY,test.list,/home/travis/build/PyFunceble/ci_test/test.list,2020-12-22 23:46:56.457023
_http._tcp.example.net,AVAILABILITY,test.list,/home/travis/build/PyFunceble/ci_test/test.list,2020-12-22 23:46:56.608048
_http._tcp.example.com,AVAILABILITY,test.list,/home/travis/build/PyFunceble/ci_test/test.list,2020-12-22 23:46:56.898099
1220057982.world,AVAILABILITY,test.list,/home/travis/build/PyFunceble/ci_test/test.list,2020-12-22 23:46:58.428600
1120067982.world,AVAILABILITY,test.list,/home/travis/build/PyFunceble/ci_test/test.list,2020-12-22 23:46:58.552834
360safe.xn--com-5ma.cn,AVAILABILITY,test.list,/home/travis/build/PyFunceble/ci_test/test.list,2020-12-22 23:47:00.532150
